timestamps,open,high,low,close,volume,amount
2025-09-05 09:55:00,7.42,7.47,7.42,7.46,171366,127628304.0
2025-09-05 10:00:00,7.45,7.46,7.44,7.46,89154,66466248.0
2025-09-05 10:05:00,7.47,7.48,7.44,7.48,98397,73366250.0
2025-09-05 10:10:00,7.48,7.48,7.45,7.48,91562,68333872.0
2025-09-05 10:15:00,7.48,7.49,7.46,7.47,75732,56605864.0
2025-09-05 10:20:00,7.47,7.47,7.46,7.47,50862,37965811.0
2025-09-05 10:25:00,7.47,7.48,7.46,7.47,45328,33851405.0
2025-09-05 10:30:00,7.48,7.48,7.45,7.45,55883,41697601.0
2025-09-05 10:35:00,7.46,7.47,7.44,7.46,129417,96478115.0
2025-09-05 10:40:00,7.46,7.48,7.46,7.47,68223,50961303.0
2025-09-05 10:45:00,7.47,7.48,7.45,7.46,120107,89621113.0
2025-09-05 10:50:00,7.47,7.47,7.45,7.46,59923,44684944.0
2025-09-05 10:55:00,7.46,7.48,7.45,7.47,90544,67602619.0
2025-09-05 11:00:00,7.47,7.47,7.46,7.46,36636,27347545.0
2025-09-05 11:05:00,7.47,7.47,7.45,7.45,64074,47802261.0
2025-09-05 11:10:00,7.45,7.46,7.45,7.46,23679,17656658.0
2025-09-05 11:15:00,7.45,7.46,7.45,7.45,37728,28115974.0
2025-09-05 11:20:00,7.45,7.47,7.45,7.46,47867,35701032.0
2025-09-05 11:25:00,7.45,7.47,7.45,7.46,92770,69188702.0
2025-09-05 11:30:00,7.46,7.47,7.45,7.45,31012,23131504.0
2025-09-05 13:05:00,7.45,7.46,7.43,7.45,161422,120171530.0
2025-09-05 13:10:00,7.45,7.46,7.45,7.45,46878,34933961.0
2025-09-05 13:15:00,7.46,7.46,7.45,7.45,37690,28085889.0
2025-09-05 13:20:00,7.45,7.47,7.45,7.46,45524,33948182.0
2025-09-05 13:25:00,7.45,7.46,7.45,7.45,18134,13517089.0
2025-09-05 13:30:00,7.46,7.46,7.44,7.44,55998,41713163.0
2025-09-05 13:35:00,7.44,7.45,7.44,7.44,41353,30776255.0
2025-09-05 13:40:00,7.45,7.45,7.43,7.43,40734,30307832.0
2025-09-05 13:45:00,7.43,7.45,7.43,7.44,35335,26284669.0
2025-09-05 13:50:00,7.45,7.45,7.44,7.45,36068,26839502.0
2025-09-05 13:55:00,7.44,7.45,7.43,7.43,47733,35492536.0
2025-09-05 14:00:00,7.43,7.44,7.43,7.44,48541,36085871.0
2025-09-05 14:05:00,7.43,7.44,7.43,7.44,53790,40001168.0
2025-09-05 14:10:00,7.44,7.45,7.43,7.44,51416,38253558.0
2025-09-05 14:15:00,7.44,7.45,7.43,7.44,40014,29779208.0
2025-09-05 14:20:00,7.45,7.45,7.44,7.45,49772,37047817.0
2025-09-05 14:25:00,7.44,7.45,7.43,7.44,72951,54292622.0
2025-09-05 14:30:00,7.45,7.45,7.44,7.44,68333,50860021.0
2025-09-05 14:35:00,7.45,7.45,7.44,7.45,53068,39497448.0
2025-09-05 14:40:00,7.44,7.45,7.44,7.45,83234,61992093.0
2025-09-05 14:45:00,7.45,7.46,7.44,7.44,68549,51035704.0
2025-09-05 14:50:00,7.44,7.45,7.43,7.43,169685,126281855.0
2025-09-05 14:55:00,7.43,7.44,7.43,7.44,162129,120515381.0
2025-09-05 15:00:00,7.43,7.44,7.43,7.44,181625,135067112.0
2025-09-08 09:35:00,7.41,7.43,7.38,7.42,286182,211870410.0
2025-09-08 09:40:00,7.41,7.43,7.4,7.41,130586,96821083.0
2025-09-08 09:45:00,7.42,7.44,7.41,7.42,159250,118290952.0
2025-09-08 09:50:00,7.41,7.44,7.41,7.43,129269,95936779.0
2025-09-08 09:55:00,7.43,7.43,7.4,7.41,99411,73696232.0
2025-09-08 10:00:00,7.41,7.41,7.38,7.39,216166,159832498.0
2025-09-08 10:05:00,7.38,7.4,7.38,7.39,108324,80006725.0
2025-09-08 10:10:00,7.39,7.39,7.37,7.38,201608,148805441.0
2025-09-08 10:15:00,7.37,7.39,7.37,7.39,80137,59124986.0
2025-09-08 10:20:00,7.38,7.4,7.38,7.4,54708,40401132.0
2025-09-08 10:25:00,7.4,7.4,7.38,7.4,64409,47603638.0
2025-09-08 10:30:00,7.39,7.42,7.39,7.41,80976,59998228.0
2025-09-08 10:35:00,7.41,7.43,7.41,7.42,66797,49549113.0
2025-09-08 10:40:00,7.42,7.44,7.42,7.43,84098,62476559.0
2025-09-08 10:45:00,7.44,7.44,7.42,7.42,76885,57130266.0
2025-09-08 10:50:00,7.43,7.43,7.42,7.42,29294,21740077.0
2025-09-08 10:55:00,7.42,7.43,7.41,7.43,33319,24723919.0
2025-09-08 11:00:00,7.42,7.43,7.4,7.41,46519,34488656.0
2025-09-08 11:05:00,7.41,7.42,7.4,7.41,37245,27591507.0
2025-09-08 11:10:00,7.42,7.43,7.41,7.41,99232,73626339.0
2025-09-08 11:15:00,7.41,7.41,7.4,7.4,31288,23162035.0
2025-09-08 11:20:00,7.41,7.41,7.39,7.4,28143,20824414.0
2025-09-08 11:25:00,7.41,7.41,7.39,7.4,24792,18339605.0
2025-09-08 11:30:00,7.4,7.4,7.39,7.39,22074,16318341.0
2025-09-08 13:05:00,7.4,7.41,7.39,7.4,32315,23914341.0
2025-09-08 13:10:00,7.41,7.41,7.4,7.4,24832,18383492.0
2025-09-08 13:15:00,7.4,7.41,7.39,7.4,47607,35226831.0
2025-09-08 13:20:00,7.4,7.4,7.39,7.39,33487,24752981.0
2025-09-08 13:25:00,7.39,7.4,7.39,7.4,29941,22133610.0
2025-09-08 13:30:00,7.4,7.4,7.39,7.39,26176,19349532.0
2025-09-08 13:35:00,7.4,7.4,7.39,7.4,39145,28941493.0
2025-09-08 13:40:00,7.4,7.41,7.39,7.41,68511,50694513.0
2025-09-08 13:45:00,7.41,7.41,7.4,7.4,26356,19506298.0
2025-09-08 13:50:00,7.41,7.41,7.4,7.4,24436,18089540.0
2025-09-08 13:55:00,7.4,7.42,7.4,7.42,62521,46333358.0
2025-09-08 14:00:00,7.42,7.43,7.41,7.42,31679,23512485.0
2025-09-08 14:05:00,7.42,7.43,7.42,7.42,14946,11095557.0
2025-09-08 14:10:00,7.43,7.43,7.41,7.42,40542,30076668.0
2025-09-08 14:15:00,7.42,7.43,7.41,7.41,100891,74832087.0
2025-09-08 14:20:00,7.41,7.42,7.41,7.42,53744,39844065.0
2025-09-08 14:25:00,7.42,7.42,7.41,7.42,56505,41886895.0
2025-09-08 14:30:00,7.42,7.42,7.4,7.41,55924,41436173.0
2025-09-08 14:35:00,7.41,7.42,7.4,7.42,48645,36062572.0
2025-09-08 14:40:00,7.41,7.42,7.4,7.41,71430,52927696.0
2025-09-08 14:45:00,7.41,7.41,7.4,7.41,58415,43253166.0
2025-09-08 14:50:00,7.41,7.41,7.39,7.39,149290,110450327.0
2025-09-08 14:55:00,7.4,7.4,7.39,7.4,98339,72707949.0
2025-09-08 15:00:00,7.4,7.4,7.39,7.4,156371,115561259.0
2025-09-09 09:35:00,7.39,7.45,7.38,7.43,287603,213532110.0
2025-09-09 09:40:00,7.43,7.45,7.43,7.45,158181,117681575.0
2025-09-09 09:45:00,7.45,7.45,7.43,7.44,86945,64670663.0
2025-09-09 09:50:00,7.44,7.45,7.43,7.44,101150,75282016.0
2025-09-09 09:55:00,7.45,7.46,7.44,7.45,269616,200942268.0
2025-09-09 10:00:00,7.45,7.45,7.44,7.44,68341,50863420.0
2025-09-09 10:05:00,7.45,7.45,7.42,7.42,50780,37714355.0
2025-09-09 10:10:00,7.43,7.43,7.4,7.41,88739,65774462.0
2025-09-09 10:15:00,7.41,7.41,7.39,7.4,80299,59423728.0
2025-09-09 10:20:00,7.4,7.41,7.39,7.4,48795,36095012.0
2025-09-09 10:25:00,7.41,7.41,7.4,7.41,41353,30617150.0
2025-09-09 10:30:00,7.41,7.42,7.4,7.42,26259,19453695.0
2025-09-09 10:35:00,7.42,7.42,7.41,7.42,24943,18484918.0
2025-09-09 10:40:00,7.42,7.43,7.41,7.42,34944,25928922.0
2025-09-09 10:45:00,7.42,7.42,7.41,7.42,16042,11897312.0
2025-09-09 10:50:00,7.42,7.42,7.4,7.41,38709,28684349.0
2025-09-09 10:55:00,7.41,7.42,7.41,7.41,17595,13041208.0
2025-09-09 11:00:00,7.42,7.42,7.4,7.41,58685,43484575.0
2025-09-09 11:05:00,7.4,7.42,7.4,7.42,39551,29303399.0
2025-09-09 11:10:00,7.41,7.42,7.41,7.42,7666,5685648.0
2025-09-09 11:15:00,7.41,7.42,7.41,7.41,19644,14564569.0
2025-09-09 11:20:00,7.42,7.42,7.41,7.42,24182,17939041.0
2025-09-09 11:25:00,7.41,7.43,7.41,7.42,19336,14353432.0
2025-09-09 11:30:00,7.43,7.43,7.41,7.42,27278,20240614.0
2025-09-09 13:05:00,7.42,7.43,7.41,7.43,28817,21381302.0
2025-09-09 13:10:00,7.43,7.43,7.42,7.43,26985,20038044.0
2025-09-09 13:15:00,7.43,7.44,7.42,7.43,45958,34154670.0
2025-09-09 13:20:00,7.43,7.44,7.42,7.43,53924,40068394.0
2025-09-09 13:25:00,7.42,7.43,7.42,7.42,18854,13998987.0
2025-09-09 13:30:00,7.42,7.43,7.41,7.42,36068,26768690.0
2025-09-09 13:35:00,7.42,7.42,7.41,7.42,25153,18651224.0
2025-09-09 13:40:00,7.42,7.42,7.41,7.42,33262,24667858.0
2025-09-09 13:45:00,7.41,7.42,7.41,7.41,31625,23444522.0
2025-09-09 13:50:00,7.42,7.42,7.41,7.41,29185,21636410.0
2025-09-09 13:55:00,7.41,7.42,7.41,7.42,54234,40221828.0
2025-09-09 14:00:00,7.42,7.43,7.41,7.43,41877,31082770.0
2025-09-09 14:05:00,7.43,7.43,7.41,7.43,52459,38929341.0
2025-09-09 14:10:00,7.42,7.43,7.42,7.43,47201,35048254.0
2025-09-09 14:15:00,7.42,7.43,7.42,7.43,40151,29803896.0
2025-09-09 14:20:00,7.42,7.43,7.42,7.43,99802,74098270.0
2025-09-09 14:25:00,7.43,7.44,7.42,7.44,62547,46489829.0
2025-09-09 14:30:00,7.43,7.44,7.43,7.43,41855,31103472.0
2025-09-09 14:35:00,7.44,7.44,7.42,7.42,29082,21590549.0
2025-09-09 14:40:00,7.43,7.44,7.42,7.44,61509,45686845.0
2025-09-09 14:45:00,7.44,7.44,7.42,7.44,25766,19147486.0
2025-09-09 14:50:00,7.43,7.44,7.42,7.43,42286,31425030.0
2025-09-09 14:55:00,7.43,7.44,7.42,7.42,42304,31431434.0
2025-09-09 15:00:00,7.43,7.44,7.42,7.43,55253,41058753.0
2025-09-10 09:35:00,7.44,7.44,7.39,7.41,133562,98933335.0
2025-09-10 09:40:00,7.41,7.42,7.39,7.39,77542,57391399.0
2025-09-10 09:45:00,7.4,7.4,7.38,7.4,95555,70637347.0
2025-09-10 09:50:00,7.39,7.4,7.39,7.39,33037,24428419.0
2025-09-10 09:55:00,7.4,7.41,7.39,7.4,81967,60636165.0
2025-09-10 10:00:00,7.41,7.41,7.4,7.4,48100,35609381.0
2025-09-10 10:05:00,7.41,7.41,7.4,7.41,52449,38817972.0
2025-09-10 10:10:00,7.4,7.43,7.4,7.42,93658,69441631.0
2025-09-10 10:15:00,7.43,7.44,7.42,7.42,48275,35864413.0
2025-09-10 10:20:00,7.42,7.43,7.41,7.42,37952,28162994.0
2025-09-10 10:25:00,7.43,7.43,7.41,7.41,25091,18619054.0
2025-09-10 10:30:00,7.42,7.43,7.41,7.43,14712,10911867.0
2025-09-10 10:35:00,7.42,7.44,7.42,7.44,54675,40617334.0
2025-09-10 10:40:00,7.44,7.45,7.43,7.44,78006,58049719.0
2025-09-10 10:45:00,7.45,7.45,7.43,7.44,41334,30756525.0
2025-09-10 10:50:00,7.43,7.44,7.43,7.43,15193,11295516.0
2025-09-10 10:55:00,7.44,7.45,7.43,7.44,58187,43292552.0
2025-09-10 11:00:00,7.45,7.47,7.44,7.45,261956,195317870.0
2025-09-10 11:05:00,7.44,7.45,7.44,7.44,32839,24443194.0
2025-09-10 11:10:00,7.45,7.46,7.43,7.45,50391,37501862.0
2025-09-10 11:15:00,7.46,7.46,7.44,7.45,23697,17652833.0
2025-09-10 11:20:00,7.45,7.46,7.44,7.45,50736,37797884.0
2025-09-10 11:25:00,7.45,7.46,7.43,7.44,39559,29458927.0
2025-09-10 11:30:00,7.44,7.45,7.43,7.44,51074,37963327.0
2025-09-10 13:05:00,7.43,7.45,7.43,7.44,24394,18143675.0
2025-09-10 13:10:00,7.43,7.44,7.42,7.42,22100,16417092.0
2025-09-10 13:15:00,7.43,7.44,7.42,7.43,58185,43225833.0
2025-09-10 13:20:00,7.42,7.45,7.42,7.44,48200,35849854.0
2025-09-10 13:25:00,7.45,7.45,7.43,7.43,32633,24253142.0
2025-09-10 13:30:00,7.44,7.44,7.43,7.44,46701,34701367.0
2025-09-10 13:35:00,7.44,7.44,7.43,7.44,27195,20218441.0
